Date,Open,High,Low,Close,Volume,Adj Close
2016-10-11,26.105,26.785,26.105,26.525,536000,26.525
2016-10-10,25.50,26.50,25.50,26.25,380100,26.25
2016-10-07,26.00,26.00,25.585,25.59,318600,25.59
2016-10-06,25.785,26.12,25.705,25.935,355000,25.935
2016-10-05,25.71,25.88,25.60,25.785,270200,25.785
2016-10-04,25.45,25.90,25.45,25.80,299100,25.80
2016-10-03,25.50,25.74,25.335,25.345,166900,25.345
2016-09-30,25.365,25.73,25.105,25.62,498700,25.62
2016-09-29,25.315,25.67,25.30,25.52,506700,25.52
2016-09-28,24.30,24.74,24.30,24.535,214100,24.535
2016-09-27,25.095,25.095,24.35,24.525,333500,24.525
2016-09-26,25.01,25.035,24.65,24.93,299700,24.93
2016-09-23,25.20,25.415,25.005,25.18,309000,25.18
2016-09-22,24.85,25.485,24.815,25.25,367300,25.25
2016-09-21,24.975,25.09,24.76,24.93,296800,24.93
2016-09-20,24.90,25.045,24.805,24.83,300500,24.83
2016-09-19,24.76,25.13,24.62,24.96,366700,24.96
2016-09-16,24.975,25.20,24.65,24.73,740900,24.73
2016-09-15,24.80,25.29,24.605,25.19,379900,25.19
2016-09-14,25.105,25.23,24.83,24.84,276600,24.84
2016-09-13,25.48,25.70,25.035,25.185,418500,25.185
2016-09-12,25.395,25.715,25.15,25.70,383400,25.70
2016-09-09,25.92,26.00,25.55,25.80,235100,25.80
2016-09-08,26.00,26.00,25.64,25.95,195000,25.95
2016-09-07,25.50,26.00,25.50,26.00,270300,26.00
2016-09-06,25.605,25.82,25.505,25.695,269200,25.695
2016-09-05,25.255,25.705,25.255,25.65,234900,25.65
2016-09-02,24.78,25.45,24.675,25.45,239900,25.45
2016-09-01,24.91,25.295,24.735,24.985,273500,24.985
2016-08-31,25.08,25.265,24.90,25.12,496300,25.12
2016-08-30,24.80,25.39,24.80,25.195,314200,25.195
2016-08-29,24.96,25.12,24.905,24.945,144600,24.945
2016-08-26,24.775,25.235,24.60,25.215,207100,25.215
2016-08-25,24.85,24.965,24.61,24.75,207200,24.75
2016-08-24,24.745,25.295,24.745,24.855,333600,24.855
2016-08-23,24.755,25.115,24.635,24.98,227100,24.98
2016-08-22,24.925,25.28,24.815,24.815,315800,24.815
2016-08-19,25.07,25.345,24.99,25.115,286400,25.115
2016-08-18,25.21,25.50,24.94,25.17,266300,25.17
2016-08-17,25.35,25.51,24.97,25.235,371200,25.235
2016-08-16,24.91,25.58,24.91,25.375,365300,25.375
2016-08-15,25.26,25.26,25.26,25.26,000,25.26
2016-08-12,25.00,25.46,24.96,25.26,402200,25.26
2016-08-11,24.73,24.965,24.175,24.945,355300,24.945
2016-08-10,24.30,24.815,23.95,24.635,488200,24.635
2016-08-09,23.84,24.37,23.815,24.37,266000,24.37
2016-08-08,23.68,23.93,23.615,23.845,255400,23.845
2016-08-05,23.265,23.76,23.265,23.705,207300,23.705
2016-08-04,23.30,23.74,23.145,23.29,327100,23.29
2016-08-03,23.03,23.455,23.005,23.01,385700,23.01
2016-08-02,23.61,23.685,23.22,23.315,308400,23.315
2016-08-01,23.81,24.10,23.63,23.63,238200,23.63
2016-07-29,24.00,24.095,23.565,23.765,452900,23.765
2016-07-28,24.39,24.43,23.90,24.04,385800,24.04
2016-07-27,24.10,24.685,24.10,24.325,268400,24.325
2016-07-26,24.10,24.35,23.85,24.055,330200,24.055
2016-07-25,24.70,24.75,24.00,24.02,344600,24.02
2016-07-22,24.13,24.795,24.085,24.56,305600,24.56
2016-07-21,24.375,24.56,23.945,24.33,551100,24.33
2016-07-20,25.28,25.28,24.19,24.375,537900,24.375
2016-07-19,25.03,25.175,24.71,24.865,399600,24.865
2016-07-18,25.535,25.84,25.03,25.195,240600,25.195
2016-07-15,25.55,25.90,25.495,25.84,271000,25.84
2016-07-14,25.52,25.91,25.225,25.875,274000,25.875
2016-07-13,25.115,25.95,25.03,25.435,332600,25.435
2016-07-12,25.385,25.76,25.16,25.33,316100,25.33
2016-07-11,24.785,25.235,24.435,25.13,237400,25.13
2016-07-08,24.74,25.035,24.51,24.965,246500,24.965
2016-07-07,24.615,25.155,24.54,24.86,322500,24.86
2016-07-06,24.35,24.555,24.055,24.555,305000,24.555
2016-07-05,24.71,24.725,24.26,24.565,263200,24.565
2016-07-04,25.16,25.445,24.875,24.94,359000,24.94
2016-07-01,25.24,25.35,24.905,25.26,442700,25.26
2016-06-30,25.00,25.465,24.90,25.215,608000,25.215
2016-06-29,24.26,25.005,24.07,25.005,608400,25.005
2016-06-28,23.99,24.295,23.56,24.025,450800,24.025
2016-06-27,24.535,24.65,23.82,23.91,385000,23.91
2016-06-24,23.60,24.915,23.255,24.44,589100,24.44
2016-06-23,25.06,25.79,25.06,25.755,329000,25.755
2016-06-22,25.10,25.41,24.89,25.25,255800,25.25
2016-06-21,25.185,25.30,24.82,25.19,259300,25.19
2016-06-20,24.705,25.27,24.64,25.27,327300,25.27
2016-06-17,23.90,24.76,23.90,24.605,890000,24.605
2016-06-16,23.73,24.20,23.70,24.04,313900,24.04
2016-06-15,24.00,24.315,24.00,24.095,376100,24.095
2016-06-14,24.60,24.685,23.99,23.99,463100,23.99
2016-06-13,24.31,24.95,24.21,24.68,443300,24.68
2016-06-10,25.01,25.20,24.78,24.995,465000,24.995
2016-06-09,25.70,25.755,24.83,25.24,406600,25.24
2016-06-08,25.56,25.93,25.515,25.70,389400,25.70
2016-06-07,24.76,25.525,24.76,25.525,442900,25.525
2016-06-06,24.20,24.96,24.20,24.86,313400,24.86
2016-06-03,24.575,24.97,24.16,24.16,357100,24.16
2016-06-02,24.74,25.03,24.42,24.57,328500,24.57
2016-06-01,24.97,25.02,24.44,24.555,395100,24.555
2016-05-31,25.24,25.255,24.88,25.05,634800,25.05
2016-05-30,25.30,25.35,25.08,25.235,243500,25.235
2016-05-27,26.00,26.00,25.25,25.295,451500,25.295
2016-05-26,26.30,26.30,26.30,26.30,000,25.30
2016-05-25,25.65,26.40,25.595,26.30,458900,25.30
2016-05-24,25.25,25.64,25.25,25.505,264300,24.53523
2016-05-23,25.25,25.655,25.25,25.37,303300,24.40536
2016-05-20,25.34,25.985,25.34,25.63,339100,24.65547
2016-05-19,25.70,25.99,25.205,25.265,299500,24.30435
2016-05-18,25.80,26.10,25.74,26.065,330300,25.07394
2016-05-17,26.195,26.355,25.755,25.915,370100,24.92964
2016-05-16,25.75,25.75,25.75,25.75,000,24.77091
2016-05-13,25.65,25.955,25.455,25.75,334700,24.77091
2016-05-12,25.35,26.455,25.245,25.785,593500,24.80458
2016-05-11,24.915,25.39,24.38,25.21,268300,24.25144
2016-05-10,24.845,25.17,24.565,25.155,398400,24.19854
2016-05-09,25.00,25.31,24.53,24.645,385600,23.70793
2016-05-06,25.05,25.555,24.44,25.06,422700,24.10715
2016-05-05,24.90,24.90,24.90,24.90,000,23.95323
2016-05-04,25.22,25.22,24.785,24.90,346400,23.95323
2016-05-03,25.60,25.75,25.04,25.215,385400,24.25625
2016-05-02,26.05,26.21,25.59,25.765,250200,24.78534
2016-04-29,26.305,26.52,26.13,26.21,488800,25.21342
2016-04-28,26.12,26.48,26.12,26.395,261000,25.39139
2016-04-27,25.72,26.40,25.72,26.265,405300,25.26633
2016-04-26,25.36,25.875,25.315,25.725,410800,24.74686
2016-04-25,25.71,26.08,25.435,25.60,456500,24.62662
2016-04-22,25.47,26.18,25.26,26.065,506200,25.07394
2016-04-21,25.20,25.80,25.20,25.70,382400,24.72281
2016-04-20,25.31,25.66,25.03,25.595,409300,24.62181
2016-04-19,24.90,25.575,24.90,25.50,419800,24.53042
2016-04-18,24.71,25.37,24.13,25.35,596000,24.38612
2016-04-15,25.20,25.51,24.90,25.025,456900,24.07348
2016-04-14,25.20,25.78,25.155,25.40,440200,24.43422
2016-04-13,24.80,25.21,24.715,25.21,469300,24.25144
2016-04-12,24.44,24.86,24.345,24.67,388800,23.73198
2016-04-11,24.145,24.385,23.86,24.26,300500,23.33757
2016-04-08,24.14,24.30,23.74,24.21,502300,23.28947
2016-04-07,23.95,24.13,23.255,23.565,687600,22.66899
2016-04-06,24.05,24.40,23.635,23.955,459500,23.04416
2016-04-05,24.06,24.25,23.715,23.99,646100,23.07783
2016-04-04,24.215,24.725,24.04,24.325,326400,23.4001
2016-04-01,24.675,25.195,24.42,24.755,571200,23.81374
